Symbol, StockName,Sector,Industry,Currency,Board
KTIS,KASET THAI INTERNATIONAL SUGAR CORPORATION PUBLIC COMPANY LIMITED,Agro & Food Industry,Food & Beverage,THB,SET
KUMWEL,KUMWELL CORPORATION PUBLIC COMPANY LIMITED,Industrial,-,THB,mai
KUN,VILLA KUNALAI PUBLIC COMPANY LIMITED,Property & Construction,-,THB,mai
KWC,KRUNGDHEP SOPHON PUBLIC COMPANY LIMITED,Services,Transportation & Logistics,THB,SET
KWG,KING WAI GROUP (THAILAND) PUBLIC COMPANY LIMITED,Property & Construction,Property Development,THB,SET
KWM,K. W. METAL WORK PUBLIC COMPANY LIMITED,Industrial,-,THB,mai
KYE,KANG YONG ELECTRIC PUBLIC COMPANY LIMITED,Consumer Products,Home & Office Products,THB,SET
L&E,LIGHTING & EQUIPMENT PUBLIC COMPANY LIMITED,Consumer Products,Home & Office Products,THB,SET
LALIN,LALIN PROPERTY PUBLIC COMPANY LIMITED,Property & Construction,Property Development,THB,SET
LANNA,THE LANNA RESOURCES PUBLIC COMPANY LIMITED,Resources,Energy & Utilities,THB,SET
LDC,LDC DENTAL PUBLIC COMPANY LIMITED,Services,-,THB,mai
LEE,LEE FEED MILL PUBLIC COMPANY LIMITED,Agro & Food Industry,Agribusiness,THB,SET
LH,LAND AND HOUSES PUBLIC COMPANY LIMITED,Property & Construction,Property Development,THB,SET
LHFG,LH FINANCIAL GROUP PUBLIC COMPANY LIMITED,Financials,Banking,NaN,SET
LHHOTEL,LH HOTEL LEASEHOLD REAL ESTATE INVESTMENT TRUST,Property & Construction,Property Fund & REITs,THB,SET
LHK,LOHAKIT METAL PUBLIC COMPANY LIMITED,Industrials,Steel,THB,SET
LHPF,LAND AND HOUSES FREEHOLD AND LEASEHOLD PROPERTY FUND,Property & Construction,Property Fund & REITs,THB,SET
LHSC,LH SHOPPING CENTERS LEASEHOLD REAL ESTATE INVESTMENT TRUST,Property & Construction,Property Fund & REITs,THB,SET
LIT,LEASE IT PUBLIC COMPANY LIMITED,Financials,-,NaN,mai
LOXLEY,LOXLEY PUBLIC COMPANY LIMITED,Services,Commerce,THB,SET
LPH,LADPRAO GENERAL HOSPITAL PUBLIC COMPANY LIMITED,Services,Health Care Services,THB,SET
LPN,L.P.N. DEVELOPMENT PUBLIC COMPANY LIMITED,Property & Construction,Property Development,THB,SET
LRH,LAGUNA RESORTS & HOTELS PUBLIC COMPANY LIMITED,Services,Tourism & Leisure,THB,SET
LST,LAM SOON (THAILAND) PUBLIC COMPANY LIMITED,Agro & Food Industry,Food & Beverage,THB,SET
LUXF,LUXURY REAL ESTATE INVESTMENT FUND,Property & Construction,Property Fund & REITs,THB,SET
M,MK RESTAURANT GROUP PUBLIC COMPANY LIMITED,Agro & Food Industry,Food & Beverage,THB,SET
MACO,MASTER AD PUBLIC COMPANY LIMITED,Services,Media & Publishing,THB,SET
MAJOR,MAJOR CINEPLEX GROUP PUBLIC COMPANY LIMITED,Services,Media & Publishing,THB,SET
MAKRO,SIAM MAKRO PUBLIC COMPANY LIMITED,Services,Commerce,THB,SET
MALEE,MALEE GROUP PUBLIC COMPANY LIMITED,Agro & Food Industry,Food & Beverage,THB,SET
MANRIN,THE MANDARIN HOTEL PUBLIC COMPANY LIMITED,Services,Tourism & Leisure,THB,SET
MATCH,MATCHING MAXIMIZE SOLUTION PUBLIC COMPANY LIMITED,Services,Media & Publishing,THB,SET
MATI,MATICHON PUBLIC COMPANY LIMITED,Services,Media & Publishing,THB,SET
MAX,MAX METAL CORPORATION PUBLIC COMPANY LIMITED,Industrials,Steel,THB,SET
MBAX,MULTIBAX PUBLIC COMPANY LIMITED,Industrial,-,THB,mai
MBK,MBK PUBLIC COMPANY LIMITED,Property & Construction,Property Development,THB,SET
MBKET,MAYBANK KIM ENG SECURITIES (THAILAND) PUBLIC COMPANY LIMITED,Financials,Finance & Securities,NaN,SET
MC,MC GROUP PUBLIC COMPANY LIMITED,Services,Commerce,THB,SET
M-CHAI,MAHACHAI HOSPITAL PUBLIC COMPANY LIMITED,Services,Health Care Services,THB,SET
MCOT,MCOT PUBLIC COMPANY LIMITED,Services,Media & Publishing,THB,SET
MCS,M.C.S.STEEL PUBLIC COMPANY LIMITED,Industrials,Steel,THB,SET
MDX,M.D.X. PUBLIC COMPANY LIMITED,Resources,Energy & Utilities,THB,SET
MEGA,MEGA LIFESCIENCES PUBLIC COMPANY LIMITED,Services,Commerce,THB,SET
META,META CORPORATION PUBLIC COMPANY LIMITED,Property & Construction,-,THB,mai
METCO,MURAMOTO ELECTRON (THAILAND) PUBLIC COMPANY LIMITED,Technology,Electronic Components,THB,SET
MFC,MFC ASSET MANAGEMENT PUBLIC COMPANY LIMITED,Financials,Finance & Securities,NaN,SET
MFEC,MFEC PUBLIC COMPANY LIMITED,Technology,Information & Communication Technology,THB,SET
MGT,MEGACHEM (THAILAND) PUBLIC COMPANY LIMITED,Industrial,-,THB,mai
MIDA,MIDA ASSETS PUBLIC COMPANY LIMITED,Services,Commerce,THB,SET
M-II,MFC INDUSTRIAL INVESTMENT PROPERTY AND LEASEHOLD FUND,Property & Construction,Property Fund & REITs,THB,SET
MILL,MILLCON STEEL PUBLIC COMPANY LIMITED,Industrials,Steel,THB,SET
MINT,MINOR INTERNATIONAL PUBLIC COMPANY LIMITED,Agro & Food Industry,Food & Beverage,THB,SET
MIPF,MILLIONAIRE PROPERTY FUND,Property & Construction,Property Fund & REITs,THB,SET
MIT,MFC INDUSTRIAL REAL ESTATE INVESTMENT TRUST,Property & Construction,Property Fund & REITs,THB,SET
MITSIB,MITSIB LEASING PUBLIC COMPANY LIMITED,Financials,-,NaN,mai
MJD,MAJOR DEVELOPMENT PUBLIC COMPANY LIMITED,Property & Construction,Property Development,THB,SET
MJLF,MAJOR CINEPLEX LIFESTYLE LEASEHOLD PROPERTY FUND,Property & Construction,Property Fund & REITs,THB,SET
MK,M.K. REAL ESTATE DEVELOPMENT PUBLIC COMPANY LIMITED,Property & Construction,Property Development,THB,SET
ML,"MIDA LEASING PUBLIC CO., LTD.",Financials,Finance & Securities,NaN,SET
MM,MUDMAN PUBLIC COMPANY LIMITED,Agro & Food Industry,-,THB,mai
MNIT,MFC-NICHADA THANI PROPERTY FUND,Property & Construction,Property Fund & REITs,THB,SET
MNIT2,NICHADA THANI PROPERTY FUND 2,Property & Construction,Property Fund & REITs,THB,SET
MNRF,MULTI-NATIONAL RESIDENCE FUND,Property & Construction,Property Fund & REITs,THB,SET
MODERN,MODERNFORM GROUP PUBLIC COMPANY LIMITED,Consumer Products,Home & Office Products,THB,SET
MONO,MONO TECHNOLOGY PUBLIC COMPANY LIMITED,Services,Media & Publishing,THB,SET
MOONG,MOONG PATTANA INTERNATIONAL PUBLIC COMPANY LIMITED,Consumer Products,-,THB,mai
MORE,MORE RETURN PUBLIC COMPANY LIMITED,Services,-,THB,mai
M-PAT,MFC PATONG HERITAGE PROPERTY FUND,Property & Construction,Property Fund & REITs,THB,SET
MPG,MPG CORPORATION PUBLIC COMPANY LIMITED,Services,-,THB,mai
MPIC,M PICTURES ENTERTAINMENT PUBLIC COMPANY LIMITED,Services,Media & Publishing,THB,SET
MSC,METRO SYSTEMS CORPORATION PUBLIC COMPANY LIMITED,Technology,Information & Communication Technology,THB,SET
M-STOR,MFC-STRATEGIC STORAGE FUND,Property & Construction,Property Fund & REITs,THB,SET
MTC,MUANGTHAI CAPITAL PUBLIC COMPANY LIMITED,Financials,Finance & Securities,NaN,SET
MTI,MUANG THAI INSURANCE PUBLIC COMPANY LIMITED,Financials,Insurance,NaN,SET
MVP,M VISION PUBLIC COMPANY LIMITED,Services,-,THB,mai
NBC,NATION BROADCASTING CORPORATION PUBLIC COMPANY LIMITED,Services,-,THB,mai
NC,NEWCITY (BANGKOK) PUBLIC COMPANY LIMITED,Consumer Products,Fashion,THB,SET
NCH,N. C. HOUSING PUBLIC COMPANY LIMITED,Property & Construction,Property Development,THB,SET
NCL,NCL INTERNATIONAL LOGISTICS PUBLIC COMPANY LIMITED,Services,-,THB,mai
NDR,N.D. RUBBER PUBLIC COMPANY LIMITED,Industrial,-,THB,mai
NEP,NEP REALTY AND INDUSTRY PUBLIC COMPANY LIMITED,Industrials,Packaging,THB,SET
NER,NORTH EAST RUBBER PUBLIC COMPANY LIMITED,Agro & Food Industry,Agribusiness,THB,SET
NETBAY,NETBAY PUBLIC COMPANY LIMITED,Technology,-,THB,mai
NEW,WATTANA KARNPAET PUBLIC COMPANY LIMITED,Services,Health Care Services,THB,SET
NEWS,NEWS NETWORK CORPORATION PUBLIC COMPANY LIMITED,Services,-,THB,mai
NEX,NEX POINT PUBLIC COMPANY LIMITED,Technology,Electronic Components,THB,SET
NFC,NFC PUBLIC COMPANY LIMITED,Industrials,Petrochemicals & Chemicals,THB,SET
NINE,NATION INTERNATIONAL EDUTAINMENT PUBLIC COMPANY LIMITED,Services,-,THB,mai
NKI,THE NAVAKIJ INSURANCE PUBLIC COMPANY LIMITED,Financials,Insurance,NaN,SET
NMG,NATION MULTIMEDIA GROUP PUBLIC COMPANY LIMITED,Services,Media & Publishing,THB,SET
NNCL,NAVANAKORN PUBLIC COMPANY LIMITED,Property & Construction,Property Development,THB,SET
NOBLE,NOBLE DEVELOPMENT PUBLIC COMPANY LIMITED,Property & Construction,Property Development,THB,SET
NOK,NOK AIRLINES PUBLIC COMPANY LIMITED,Services,Transportation & Logistics,THB,SET
NPK,NEW PLUS KNITTING PUBLIC COMPANY LIMITED,Consumer Products,-,THB,mai
NSI,NAM SENG INSURANCE PUBLIC COMPANY LIMITED,Financials,Insurance,NaN,SET
NTV,NONTHAVEJ HOSPITAL PUBLIC COMPANY LIMITED,Services,Health Care Services,THB,SET
NUSA,NUSASIRI PUBLIC COMPANY LIMITED,Property & Construction,Property Development,THB,SET
NVD,NIRVANA DAII PUBLIC COMPANY LIMITED,Property & Construction,Property Development,THB,SET
NWR,NAWARAT PATANAKARN PUBLIC COMPANY LIMITED,Property & Construction,Construction Services,THB,SET
NYT,NAMYONG TERMINAL PUBLIC COMPANY LIMITED,Services,Transportation & Logistics,THB,SET
OCC,O.C.C. PUBLIC COMPANY LIMITED,Consumer Products,Personal Products & Pharmaceuticals,THB,SET
OCEAN,OCEAN COMMERCE PUBLIC COMPANY LIMITED,Consumer Products,-,THB,mai
OGC,OCEAN GLASS PUBLIC COMPANY LIMITED,Consumer Products,Home & Office Products,THB,SET
OHTL,OHTL PUBLIC COMPANY LIMITED,Services,Tourism & Leisure,THB,SET
OISHI,OISHI GROUP PUBLIC COMPANY LIMITED,Agro & Food Industry,Food & Beverage,THB,SET
ORI,ORIGIN PROPERTY PUBLIC COMPANY LIMITED,Property & Construction,Property Development,THB,SET
OSP,OSOTSPA PUBLIC COMPANY LIMITED,Agro & Food Industry,Food & Beverage,THB,SET
OTO,ONE TO ONE CONTACTS PUBLIC COMPANY LIMITED,Services,-,THB,mai
PACE,PACE DEVELOPMENT CORPORATION PUBLIC COMPANY LIMITED,Property & Construction,Property Development,THB,SET
PAE,PAE (THAILAND) PUBLIC COMPANY LIMITED,Property & Construction,Construction Services,THB,SET
PAF,PAN ASIA FOOTWEAR PUBLIC COMPANY LIMITED,Consumer Products,Fashion,THB,SET
PAP,PACIFIC PIPE PUBLIC COMPANY LIMITED,Industrials,Steel,THB,SET
PATO,PATO CHEMICAL INDUSTRY PUBLIC COMPANY LIMITED,Industrials,Petrochemicals & Chemicals,THB,SET
PB,PRESIDENT BAKERY PUBLIC COMPANY LIMITED,Agro & Food Industry,Food & Beverage,THB,SET
PCSGH,P.C.S. MACHINE GROUP HOLDING PUBLIC COMPANY LIMITED,Industrials,Automotive,THB,SET
PDG,PRODIGY PUBLIC COMPANY LIMITED,Industrial,-,THB,mai
PDI,PADAENG INDUSTRY PUBLIC COMPANY LIMITED,Resources,Mining,THB,SET
PDJ,PRANDA JEWELRY PUBLIC COMPANY LIMITED,Consumer Products,Fashion,THB,SET
PE,PREMIER ENTERPRISE PUBLIC COMPANY LIMITED,Financials,Finance & Securities,NaN,SET
PERM,PERMSIN STEEL WORKS PUBLIC COMPANY LIMITED,Industrials,Steel,THB,SET
PF,PROPERTY PERFECT PUBLIC COMPANY LIMITED,Property & Construction,Property Development,THB,SET
PG,PEOPLE'S GARMENT PUBLIC COMPANY LIMITED,Consumer Products,Fashion,THB,SET
PHOL,PHOL DHANYA PUBLIC COMPANY LIMITED,Services,-,THB,mai
PICO,PICO THAILAND PUBLIC COMPANY LIMITED,Services,-,THB,mai
PIMO,PIONEER MOTOR PUBLIC COMPANY LIMITED,Industrial,-,THB,mai
PJW,PANJAWATTANA PLASTIC PUBLIC COMPANY LIMITED,Industrial,-,THB,mai
PK,PATKOL PUBLIC COMPANY LIMITED,Industrials,Industrial Materials & Machinery,THB,SET
PL,PHATRA LEASING PUBLIC COMPANY LIMITED,Financials,Finance & Securities,NaN,SET
PLANB,PLAN B MEDIA PUBLIC COMPANY LIMITED,Services,Media & Publishing,THB,SET
PLANET,PLANET COMMUNICATIONS ASIA PUBLIC COMPANY LIMITED,Technology,-,THB,mai
PLAT,THE PLATINUM GROUP PUBLIC COMPANY LIMITED,Property & Construction,Property Development,THB,SET
PLE,POWER LINE ENGINEERING PUBLIC COMPANY LIMITED,Property & Construction,Construction Services,THB,SET
PM,PREMIER MARKETING PUBLIC COMPANY LIMITED,Agro & Food Industry,Food & Beverage,THB,SET
PMTA,PM THORESEN ASIA HOLDINGS PUBLIC COMPANY LIMITED,Industrials,Petrochemicals & Chemicals,THB,SET
POLAR,POLARIS CAPITAL PUBLIC COMPANY LIMITED,Property & Construction,Property Development,THB,SET
POMPUI,KUANG PEI SAN FOOD PRODUCTS PUBLIC COMPANY LIMITED,-,Companies Under Rehabilitation,NaN,SET
POPF,PRIME OFFICE LEASEHOLD PROPERTY FUND,Property & Construction,Property Fund & REITs,THB,SET
PORT,SAHATHAI TERMINAL PUBLIC COMPANY LIMITED,Services,Transportation & Logistics,THB,SET
POST,BANGKOK POST PUBLIC COMPANY LIMITED,Services,Media & Publishing,THB,SET
PPF,PINTHONG INDUSTRIAL PARK PROPERTY FUND,Property & Construction,Property Fund & REITs,THB,SET
PPM,PORN PROM METAL PUBLIC COMPANY LIMITED,Industrial,-,THB,mai
PPP,PREMIER PRODUCTS PUBLIC COMPANY LIMITED,Property & Construction,Construction Materials,THB,SET
PPPM,PP PRIME PUBLIC COMPANY LIMITED,Agro & Food Industry,Agribusiness,THB,SET
PPS,PROJECT PLANNING SERVICE PUBLIC COMPANY LIMITED,Property & Construction,-,THB,mai
PR9,PRARAM 9 HOSPITAL PUBLIC COMPANY LIMITED,Services,Health Care Services,THB,SET
PRAKIT,PRAKIT HOLDINGS PUBLIC COMPANY LIMITED,Services,Media & Publishing,THB,SET
PREB,PRE-BUILT PUBLIC COMPANY LIMITED,Property & Construction,Construction Services,THB,SET
PRECHA,PREECHA GROUP PUBLIC COMPANY LIMITED,Property & Construction,Property Development,THB,SET
PRG,PATUM RICE MILL AND GRANARY PUBLIC COMPANY LIMTED,Agro & Food Industry,Food & Beverage,THB,SET
PRIME,PRIME ROAD POWER PUBLIC COMPANY LIMITED,Resources,Energy & Utilities,THB,SET
PRIN,PRINSIRI PUBLIC COMPANY LIMITED,Property & Construction,Property Development,THB,SET
PRINC,PRINCIPAL CAPITAL PUBLIC COMPANY LIMITED,Services,Health Care Services,THB,SET
PRM,PRIMA MARINE PUBLIC COMPANY LIMITED,Services,Transportation & Logistics,THB,SET
PRO,PROFESSIONAL WASTE TECHNOLOGY (1999) PUBLIC COMPANY LIMITED,Services,Professional Services,THB,SET
PROUD,PROUD REAL ESTATE PUBLIC COMPANY LIMITED,Property & Construction,-,THB,mai
PSH,PRUKSA HOLDING PUBLIC COMPANY LIMITED,Property & Construction,Property Development,THB,SET
PSL,PRECIOUS SHIPPING PUBLIC COMPANY LIMITED,Services,Transportation & Logistics,THB,SET
PSTC,POWER SOLUTION TECHNOLOGIES PUBLIC COMPANY LIMITED,Resources,-,THB,mai
PT,PREMIER TECHNOLOGY PUBLIC COMPANY LIMITED,Technology,Information & Communication Technology,THB,SET
PTG,PTG ENERGY PUBLIC COMPANY LIMITED,Resources,Energy & Utilities,THB,SET
PTL,POLYPLEX (THAILAND) PUBLIC COMPANY LIMITED,Industrials,Packaging,THB,SET
PTT,PTT PUBLIC COMPANY LIMITED,Resources,Energy & Utilities,THB,SET
PTTEP,PTT EXPLORATION AND PRODUCTION PUBLIC COMPANY LIMITED,Resources,Energy & Utilities,USD,SET
PTTGC,PTT GLOBAL CHEMICAL PUBLIC COMPANY LIMITED,Industrials,Petrochemicals & Chemicals,THB,SET
PYLON,PYLON PUBLIC COMPANY LIMITED,Property & Construction,Construction Services,THB,SET
Q-CON,QUALITY CONSTRUCTION PRODUCTS PUBLIC COMPANY LIMITED,Property & Construction,Construction Materials,THB,SET
QH,QUALITY HOUSES PUBLIC COMPANY LIMITED,Property & Construction,Property Development,THB,SET
QHHR,QUALITY HOUSES HOTEL AND RESIDENCE FREEHOLD AND LEASEHOLD PROPERTY FUND,Property & Construction,Property Fund & REITs,THB,SET
QHOP,QUALITY HOSPITALITY LEASEHOLD PROPERTY FUND,Property & Construction,Property Fund & REITs,THB,SET
QHPF,QUALITY HOUSES LEASEHOLD PROPERTY FUND,Property & Construction,Property Fund & REITs,THB,SET
QLT,QUALITECH PUBLIC COMPANY LIMITED,Services,-,THB,mai
QTC,QTC ENERGY PUBLIC COMPANY LIMITED,Resources,-,THB,mai
RAM,RAMKHAMHAENG HOSPITAL PUBLIC COMPANY LIMITED,Services,Health Care Services,THB,SET
RATCH,RATCH GROUP PUBLIC COMPANY LIMITED,Resources,Energy & Utilities,THB,SET
RBF,R&B FOOD SUPPLY PUBLIC COMPANY LIMITED,Agro & Food Industry,Food & Beverage,THB,SET
RCI,THE ROYAL CERAMIC INDUSTRY PUBLIC COMPANY LIMITED,Property & Construction,Construction Materials,THB,SET
RCL,REGIONAL CONTAINER LINES PUBLIC COMPANY LIMITED,Services,Transportation & Logistics,THB,SET
RICH,RICH ASIA CORPORATION PUBLIC COMPANY LIMITED,Industrials,Steel,THB,SET
RICHY,RICHY PLACE 2002 PUBLIC COMPANY LIMITED,Property & Construction,Property Development,THB,SET
RJH,RAJTHANEE HOSPITAL PUBLIC COMPANY LIMITED,Services,Health Care Services,THB,SET
RML,RAIMON LAND PUBLIC COMPANY LIMITED,Property & Construction,Property Development,THB,SET
ROBINS,ROBINSON PUBLIC COMPANY LIMITED,Services,Commerce,THB,SET
ROCK,ROCKWORTH PUBLIC COMPANY LIMITED,Consumer Products,Home & Office Products,THB,SET
ROH,ROYAL ORCHID HOTEL (THAILAND) PUBLIC COMPANY LIMITED,Services,Tourism & Leisure,THB,SET
ROJNA,ROJANA INDUSTRIAL PARK PUBLIC COMPANY LIMITED,Property & Construction,Property Development,THB,SET
RP,RAJA FERRY PORT PUBLIC COMPANY LIMITED,Services,-,THB,mai
RPC,RPCG PUBLIC COMPANY LIMITED,Resources,Energy & Utilities,THB,SET
RPH,RATCHAPHRUEK HOSPITAL PUBLIC COMPANY LIMITED,Services,Health Care Services,THB,SET
RS,RS PUBLIC COMPANY LIMITED,Services,Commerce,THB,SET
RSP,RICH SPORT PUBLIC COMPANY LIMITED,Services,Commerce,THB,SET
RWI,RAYONG WIRE INDUSTRIES PUBLIC COMPANY LIMITED,Industrial,-,THB,mai
S,SINGHA ESTATE PUBLIC COMPANY LIMITED,Property & Construction,Property Development,THB,SET
S & J,S & J INTERNATIONAL ENTERPRISES PUBLIC COMPANY LIMITED,Consumer Products,Personal Products & Pharmaceuticals,THB,SET
S11,S 11 GROUP PUBLIC COMPANY LIMITED,Financials,Finance & Securities,NaN,SET
SAAM,SAAM ENERGY DEVELOPMENT PUBLIC COMPANY LIMITED,Resources,-,THB,mai
SABINA,SABINA PUBLIC COMPANY LIMITED,Consumer Products,Fashion,THB,SET
SAFARI,SAFARI WORLD PUBLIC COMPANY LIMITED,-,Companies Under Rehabilitation,NaN,SET
SALEE,SALEE INDUSTRY PUBLIC COMPANY LIMITED,Industrial,-,THB,mai
SAM,SAMCHAI STEEL INDUSTRIES PUBLIC COMPANY LIMITED,Industrials,Steel,THB,SET
SAMART,SAMART CORPORATION PUBLIC COMPANY LIMITED,Technology,Information & Communication Technology,THB,SET
SAMCO,SAMMAKORN PUBLIC COMPANY LIMITED,Property & Construction,Property Development,THB,SET
SAMTEL,SAMART TELCOMS PUBLIC COMPANY LIMITED,Technology,Information & Communication Technology,THB,SET
SANKO,SANKO DIECASTING (THAILAND) PUBLIC COMPANY LIMITED,Industrial,-,THB,mai
SAPPE,SAPPE PUBLIC COMPANY LIMITED,Agro & Food Industry,Food & Beverage,THB,SET
SAT,SOMBOON ADVANCE TECHNOLOGY PUBLIC COMPANY LIMITED,Industrials,Automotive,THB,SET
SAUCE,THAITHEPAROS PUBLIC COMPANY LIMITED,Agro & Food Industry,Food & Beverage,THB,SET
SAWAD,SRISAWAD CORPORATION PUBLIC COMPANY LIMITED,Financials,Finance & Securities,NaN,SET
SAWANG,SAWANG EXPORT PUBLIC COMPANY LIMITED,Consumer Products,Fashion,THB,SET
SBPF,SAMUI BURI PROPERTY FUND,Property & Construction,Property Fund & REITs,THB,SET
SC,SC ASSET CORPORATION PUBLIC COMPANY LIMITED,Property & Construction,Property Development,THB,SET
SCB,THE SIAM COMMERCIAL BANK PUBLIC COMPANY LIMITED,Financials,Banking,NaN,SET
SCC,THE SIAM CEMENT PUBLIC COMPANY LIMITED,Property & Construction,Construction Materials,THB,SET
SCCC,SIAM CITY CEMENT PUBLIC COMPANY LIMITED,Property & Construction,Construction Materials,THB,SET
SCG,SAHACOGEN (CHONBURI) PUBLIC COMPANY LIMITED,Resources,Energy & Utilities,THB,SET
SCI,SCI ELECTRIC PUBLIC COMPANY LIMITED,Resources,Energy & Utilities,THB,SET
SCN,SCAN INTER PUBLIC COMPANY LIMITED,Resources,Energy & Utilities,THB,SET
SCP,SOUTHERN CONCRETE PILE PUBLIC COMPANY LIMITED,Property & Construction,Construction Materials,THB,SET
SDC,SAMART DIGITAL PUBLIC COMPANY LIMITED,Technology,Information & Communication Technology,THB,SET
SE,SIAMEAST SOLUTIONS PUBLIC COMPANY LIMITED,Services,-,THB,mai
SEAFCO,SEAFCO PUBLIC COMPANY LIMITED,Property & Construction,Construction Services,THB,SET
SEAOIL,SEA OIL PUBLIC COMPANY LIMITED,Resources,-,THB,mai
SE-ED,SE-EDUCATION PUBLIC COMPANY LIMITED,Services,Media & Publishing,THB,SET
SEG,THAI GROUP HOLDINGS PUBLIC COMPANY LIMITED,Financials,Insurance,NaN,SET
SELIC,SELIC CORP PUBLIC COMPANY LIMITED,Industrial,-,THB,mai
SENA,SENADEVELOPMENT PUBLIC COMPANY LIMITED,Property & Construction,Property Development,THB,SET
SF,SIAM FUTURE DEVELOPMENT PUBLIC COMPANY LIMITED,Property & Construction,Property Development,THB,SET
SFLEX,STARFLEX PUBLIC COMPANY LIMITED,Industrials,Packaging,THB,SET
SFP,SIAM FOOD PRODUCTS PUBLIC COMPANY LIMITED,Agro & Food Industry,Food & Beverage,THB,SET
SGF,SGF CAPITAL PUBLIC COMPANY LIMITED,Financials,-,NaN,mai
SGP,SIAMGAS AND PETROCHEMICALS PUBLIC COMPANY LIMITED,Resources,Energy & Utilities,THB,SET
SHANG,SHANGRI-LA HOTEL PUBLIC COMPANY LIMITED,Services,Tourism & Leisure,THB,SET
SHR,S HOTELS AND RESORTS PUBLIC COMPANY LIMITED,Services,Tourism & Leisure,THB,SET
SHREIT,STRATEGIC HOSPITALITY EXTENDABLE FREEHOLD AND LEASEHOLD REAL ESTATE INVESTMENT TRUST,Property & Construction,Property Fund & REITs,THB,SET
SIAM,SIAM STEEL INTERNATIONAL PUBLIC COMPANY LIMITED,Consumer Products,Home & Office Products,THB,SET
SIMAT,SIMAT TECHNOLOGIES PUBLIC COMPANY LIMITED,Technology,-,THB,mai
SINGER,SINGER THAILAND PUBLIC COMPANY LIMITED,Services,Commerce,THB,SET
SIRI,SANSIRI PUBLIC COMPANY LIMITED,Property & Construction,Property Development,THB,SET
SIRIP,SIRI PRIME OFFICE PROPERTY FUND,Property & Construction,Property Fund & REITs,THB,SET
SIS,SIS DISTRIBUTION (THAILAND) PUBLIC COMPANY LIMITED,Technology,Information & Communication Technology,THB,SET
SISB,SISB PUBLIC COMPANY LIMITED,Services,Professional Services,THB,SET
SITHAI,SRITHAI SUPERWARE PUBLIC COMPANY LIMITED,Industrials,Packaging,THB,SET
SKE,SAKOL ENERGY PUBLIC COMPANY LIMITED,Resources,Energy & Utilities,THB,SET
SKN,S.KIJCHAI ENTERPRISE PUBLIC COMPANY LIMITED,Property & Construction,Construction Materials,THB,SET
SKR,SIKARIN PUBLIC COMPANY LIMITED,Services,Health Care Services,THB,SET
SKY,SKY ICT PUBLIC COMPANY LIMITED,Technology,-,THB,mai
SLP,SALEE PRINTING PUBLIC COMPANY LIMITED,Industrials,Packaging,THB,SET
SMART,SMART CONCRETE PUBLIC COMPANY LIMITED,Property & Construction,-,THB,mai
SMIT,SAHAMIT MACHINERY PUBLIC COMPANY LIMITED,Industrials,Steel,THB,SET
SMK,SYN MUN KONG INSURANCE PUBLIC COMPANY LIMITED,Financials,Insurance,NaN,SET
SMPC,SAHAMITR PRESSURE CONTAINER PUBLIC COMPANY LIMITED,Industrials,Packaging,THB,SET
SMT,STARS MICROELECTRONICS (THAILAND) PUBLIC COMPANY LIMITED,Technology,Electronic Components,THB,SET
SNC,SNC FORMER PUBLIC COMPANY LIMITED,Industrials,Industrial Materials & Machinery,THB,SET
SNP,S & P SYNDICATE PUBLIC COMPANY LIMITED,Agro & Food Industry,Food & Beverage,THB,SET
SOLAR,SOLARTRON PUBLIC COMPANY LIMITED,Resources,Energy & Utilities,THB,SET
SONIC,SONIC INTERFREIGHT PUBLIC COMPANY LIMITED,Services,-,THB,mai
SORKON,S. KHONKAEN FOODS PUBLIC COMPANY LIMITED,Agro & Food Industry,Food & Beverage,THB,SET
SPA,SIAM WELLNESS GROUP PUBLIC COMPANY LIMITED,Services,-,THB,mai
SPACK,S. PACK & PRINT PUBLIC COMPANY LIMITED,Industrials,Packaging,THB,SET
SPALI,SUPALAI PUBLIC COMPANY LIMITED,Property & Construction,Property Development,THB,SET
SPC,SAHA PATHANAPIBUL PUBLIC COMPANY LIMITED,Services,Commerce,THB,SET
SPCG,SPCG PUBLIC COMPANY LIMITED,Resources,Energy & Utilities,THB,SET
SPF,SAMUI AIRPORT PROPERTY FUND (LEASEHOLD),Property & Construction,Property Fund & REITs,THB,SET
SPG,THE SIAM PAN GROUP PUBLIC COMPANY LIMITED,Industrials,Automotive,THB,SET
SPI,SAHA PATHANA INTER-HOLDING PUBLIC COMPANY LIMITED,Services,Commerce,THB,SET
SPORT,SIAM SPORT SYNDICATE PUBLIC COMPANY LIMITED,Services,Media & Publishing,THB,SET
SPRC,STAR PETROLEUM REFINING PUBLIC COMPANY LIMITED,Resources,Energy & Utilities,THB,SET
SPRIME,S PRIME GROWTH LEASEHOLD REAL ESTATE INVESTMENT TRUST,Property & Construction,Property Fund & REITs,THB,SET
SPVI,S P V I PUBLIC COMPANY LIMITED,Technology,-,THB,mai
SQ,SAHAKOL EQUIPMENT PUBLIC COMPANY LIMITED,Property & Construction,Construction Services,THB,SET
SR,SIAMRAJ PUBLIC COMPANY LIMITED,Resources,-,THB,mai
SRICHA,SRIRACHA CONSTRUCTION PUBLIC COMPANY LIMITED,Property & Construction,Construction Services,THB,SET
